Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Michael Del Zotto,52,PHI,NHL,D,2015-16,25,4,9,13,-8,16,4,0,0,1,98,4.1,1217,0.08,0.17,0.25,1.88,0.4,2,2.3
Alexander Edler,52,VAN,NHL,D,2015-16,29,6,14,20,-8,46,3,3,0,0,111,5.4,1272,0.12,0.27,0.38,2.13,1.3,2.5,3.8
Jordan Nolan,52,LAK,NHL,C,2015-16,26,0,5,5,0,38,0,0,0,0,49,0,463,0,0.1,0.1,0.94,-0.7,0.5,-0.2
Zac Rinaldo,52,BOS,NHL,C,2015-16,25,1,2,3,-5,83,1,0,0,0,38,2.6,431,0.02,0.04,0.06,0.73,-0.8,0.2,-0.5
Brian Strait,52,NYI,NHL,D,2015-16,28,1,5,6,1,31,1,0,0,0,43,2.3,803,0.02,0.1,0.12,0.83,-0.2,1.8,1.6
Patrick Wiercioch,52,OTT,NHL,D,2015-16,25,0,5,5,2,24,0,0,0,0,56,0,902,0,0.1,0.1,1.08,-0.5,1.5,0.9
Alex Biega,51,VAN,NHL,D,2015-16,27,0,7,7,-11,22,0,0,0,0,61,0,855,0,0.14,0.14,1.2,-0.3,1.2,0.9
Phillip Danault,51,TOT,NHL,C,2015-16,22,4,6,10,-5,14,4,0,0,1,72,5.6,651,0.08,0.12,0.2,1.41,-0.3,0.5,0.3
Brandon Davidson,51,EDM,NHL,D,2015-16,24,4,7,11,7,20,2,2,0,0,63,6.3,979,0.08,0.14,0.22,1.24,0.5,2.9,3.4
David Pastrnak,51,BOS,NHL,RW,2015-16,19,15,11,26,3,20,15,0,0,2,108,13.9,711,0.29,0.22,0.51,2.12,2.6,0.9,3.5
Jeff Petry,51,MTL,NHL,D,2015-16,28,5,11,16,-6,16,4,1,0,2,98,5.1,1089,0.1,0.22,0.31,1.92,1,1.8,2.8
Michal Rozsival,51,CHI,NHL,D,2015-16,37,1,12,13,3,33,1,0,0,0,41,2.4,824,0.02,0.24,0.25,0.8,0.5,2,2.5
Dennis Wideman,51,CGY,NHL,D,2015-16,32,2,17,19,-9,30,0,2,0,0,75,2.7,1051,0.04,0.33,0.37,1.47,1,1.1,2.1
Tyler Kennedy,50,NJD,NHL,C,2015-16,29,3,13,16,-14,14,2,1,0,0,72,4.2,671,0.06,0.26,0.32,1.44,0.3,0.4,0.7
Clayton Stoner,50,ANA,NHL,D,2015-16,30,1,5,6,4,67,1,0,0,0,32,3.1,768,0.02,0.1,0.12,0.64,-0.2,2.3,2.2
Shawn Thornton,50,FLA,NHL,LW,2015-16,38,1,4,5,-2,80,1,0,0,0,58,1.7,434,0.02,0.08,0.1,1.16,-0.5,0.3,-0.2
Viktor Tikhonov,50,TOT,NHL,RW,2015-16,27,3,3,6,-10,20,1,2,0,1,41,7.3,572,0.06,0.06,0.12,0.82,-0.6,0.2,-0.4
Dainius Zubrus,50,SJS,NHL,C,2015-16,37,3,4,7,4,20,3,0,0,0,33,9.1,579,0.06,0.08,0.14,0.66,-0.5,0.9,0.4
Rene Bourque,49,CBJ,NHL,RW,2015-16,34,3,5,8,-9,38,3,0,0,0,77,3.9,512,0.06,0.1,0.16,1.57,-0.2,0.2,0
Vincent Lecavalier,49,TOT,NHL,C,2015-16,35,10,8,18,0,22,4,6,0,0,67,14.9,649,0.2,0.16,0.37,1.37,1.3,0.7,2.1
Nate Thompson,49,ANA,NHL,C,2015-16,31,3,3,6,-1,47,2,0,1,0,42,7.1,568,0.06,0.06,0.12,0.86,-0.6,0.7,0.2
Christian Ehrhoff,48,TOT,NHL,D,2015-16,33,2,10,12,-11,34,2,0,0,0,80,2.5,743,0.04,0.21,0.25,1.67,0.6,0.7,1.3
Magnus Paajarvi,48,STL,NHL,LW,2015-16,24,3,6,9,-9,8,3,0,0,1,88,3.4,617,0.06,0.13,0.19,1.83,-0.4,0.4,0
Nathan Gerbe,47,CAR,NHL,LW,2015-16,28,3,4,7,-15,14,3,0,0,0,73,4.1,633,0.06,0.09,0.15,1.55,-0.6,0.2,-0.4
Markus Granlund,47,TOT,NHL,C,2015-16,22,6,4,10,-4,14,5,0,1,1,56,10.7,648,0.13,0.09,0.21,1.19,0,0.5,0.5
Steven Kampfer,47,FLA,NHL,D,2015-16,27,0,4,4,5,26,0,0,0,0,54,0,709,0,0.09,0.09,1.15,-0.4,1.7,1.2
Dwight King,47,LAK,NHL,LW,2015-16,26,7,6,13,-6,24,7,0,0,2,48,14.6,679,0.15,0.13,0.28,1.02,0.4,0.5,0.8
Jonathon Merrill,47,NJD,NHL,D,2015-16,23,1,4,5,-15,28,1,0,0,1,30,3.3,794,0.02,0.09,0.11,0.64,-0.3,1,0.7
Kyle Quincey,47,DET,NHL,D,2015-16,30,4,7,11,1,36,4,0,0,2,62,6.5,929,0.09,0.15,0.23,1.32,0.5,2.3,2.8
Joffrey Lupul,46,TOR,NHL,LW,2015-16,32,11,3,14,-10,12,9,2,0,2,102,10.8,673,0.24,0.07,0.3,2.22,0.9,0.4,1.3
Willie Mitchell,46,FLA,NHL,D,2015-16,38,1,6,7,-2,18,1,0,0,1,33,3,917,0.02,0.13,0.15,0.72,-0.2,1.4,1.2
Eric Nystrom,46,NSH,NHL,LW,2015-16,32,7,0,7,-6,20,6,0,1,1,27,25.9,528,0.15,0,0.15,0.59,0.1,0.3,0.5
Dylan DeMelo,45,SJS,NHL,D,2015-16,22,2,2,4,0,14,0,2,0,0,42,4.8,613,0.04,0.04,0.09,0.93,-0.1,1.3,1.2
Radek Faksa,45,DAL,NHL,C,2015-16,22,5,7,12,9,16,5,0,0,1,67,7.5,556,0.11,0.16,0.27,1.49,0.4,0.9,1.3
Tom Gilbert,45,MTL,NHL,D,2015-16,33,1,1,2,3,12,1,0,0,0,36,2.8,759,0.02,0.02,0.04,0.8,-0.6,1.9,1.3
Jon Marchessault,45,TBL,NHL,C,2015-16,25,7,11,18,-10,17,3,4,0,1,81,8.6,544,0.16,0.24,0.4,1.8,1.4,0.2,1.6
Connor McDavid,45,EDM,NHL,C,2015-16,19,16,32,48,-1,18,13,3,0,5,105,15.2,850,0.36,0.71,1.07,2.33,4.8,1,5.8
Evgeny Medvedev,45,PHI,NHL,D,2015-16,33,4,8,12,5,34,3,1,0,1,71,5.6,847,0.09,0.18,0.27,1.58,0.7,2.3,3
Milan Michalek,45,TOT,NHL,LW,2015-16,31,7,9,16,0,18,4,3,0,0,64,10.9,725,0.16,0.2,0.36,1.42,0.6,0.7,1.3
Sergei Plotnikov,45,TOT,NHL,LW,2015-16,25,0,3,3,-3,24,0,0,0,0,41,0,445,0,0.07,0.07,0.91,-0.9,0.3,-0.6
Mike Weber,45,TOT,NHL,D,2015-16,28,1,4,5,2,60,1,0,0,0,40,2.5,697,0.02,0.09,0.11,0.89,-0.2,1.9,1.7
Yannick Weber,45,VAN,NHL,D,2015-16,27,0,7,7,-17,24,0,0,0,0,65,0,847,0,0.16,0.16,1.44,-0.3,0.7,0.4
Sven Andrighetto,44,MTL,NHL,RW,2015-16,22,7,10,17,1,6,6,1,0,0,74,9.5,621,0.16,0.23,0.39,1.68,0.9,0.7,1.7
Lance Bouma,44,CGY,NHL,C,2015-16,25,2,5,7,-6,31,2,0,0,0,49,4.1,530,0.05,0.11,0.16,1.11,-0.5,0.3,-0.2
Tomas Jurco,44,DET,NHL,RW,2015-16,23,4,2,6,-6,16,4,0,0,0,43,9.3,404,0.09,0.05,0.14,0.98,0,0.2,0.2
Joonas Kemppainen,44,BOS,NHL,C,2015-16,27,2,3,5,-6,4,1,0,1,0,35,5.7,552,0.05,0.07,0.11,0.8,-0.8,0.3,-0.4
Jakub Kindl,44,TOT,NHL,D,2015-16,28,2,6,8,13,18,2,0,0,1,63,3.2,677,0.05,0.14,0.18,1.43,0.3,2.5,2.8
Jamie McBain,44,LAK,NHL,D,2015-16,27,2,7,9,2,6,1,1,0,0,32,6.3,538,0.05,0.16,0.2,0.73,0.6,1.4,1.9
Dennis Rasmussen,44,CHI,NHL,C,2015-16,25,4,5,9,9,4,4,0,0,1,42,9.5,403,0.09,0.11,0.2,0.95,0.3,0.8,1.2
Conor Sheary,44,PIT,NHL,LW,2015-16,23,7,3,10,-1,8,7,0,0,0,51,13.7,429,0.16,0.07,0.23,1.16,0.7,0.4,1.1
Joel Armia,43,WPG,NHL,RW,2015-16,22,4,6,10,2,12,4,0,0,1,52,7.7,523,0.09,0.14,0.23,1.21,0.1,0.6,0.8
Cody Goloubef,43,CBJ,NHL,D,2015-16,26,1,7,8,-3,20,1,0,0,0,40,2.5,650,0.02,0.16,0.19,0.93,0.2,1,1.3
Michael Latta,43,WSH,NHL,C,2015-16,24,3,4,7,0,50,3,0,0,0,29,10.3,348,0.07,0.09,0.16,0.67,0.2,0.4,0.5
Chris Wagner,43,TOT,NHL,RW,2015-16,24,4,2,6,-2,28,4,0,0,1,55,7.3,394,0.09,0.05,0.14,1.28,0,0.4,0.4
Patrik Berglund,42,STL,NHL,C,2015-16,27,10,5,15,1,16,6,4,0,5,80,12.5,651,0.24,0.12,0.36,1.9,1,0.8,1.8
Mike Cammalleri,42,NJD,NHL,LW,2015-16,33,14,24,38,15,18,11,3,0,1,101,13.9,810,0.33,0.57,0.9,2.4,3.7,1.9,5.6
Tom Kuhnhackl,42,PIT,NHL,RW,2015-16,24,5,10,15,3,24,3,0,2,1,52,9.6,512,0.12,0.24,0.36,1.24,0.8,0.6,1.5
Colin Miller,42,BOS,NHL,D,2015-16,23,3,13,16,0,39,3,0,0,0,59,5.1,663,0.07,0.31,0.38,1.4,1.3,1.2,2.5
Joseph Blandisi,41,NJD,NHL,LW,2015-16,21,5,12,17,-14,34,1,4,0,1,43,11.6,640,0.12,0.29,0.41,1.05,0.7,0.4,1.1
Phillip Di Giuseppe,41,CAR,NHL,LW,2015-16,22,7,10,17,0,18,7,0,0,1,68,10.3,585,0.17,0.24,0.41,1.66,1.1,0.8,1.9
Erik Gustafsson,41,CHI,NHL,D,2015-16,23,0,14,14,11,4,0,0,0,0,58,0,633,0,0.34,0.34,1.41,0.8,2.3,3.1
Marcus Kruger,41,CHI,NHL,C,2015-16,25,0,4,4,-5,24,0,0,0,0,50,0,554,0,0.1,0.1,1.22,-1.1,0.4,-0.7
Brandon Mashinter,41,CHI,NHL,LW,2015-16,27,4,1,5,-7,23,4,0,0,0,25,16,307,0.1,0.02,0.12,0.61,0.2,0,0.2
Brooks Orpik,41,WSH,NHL,D,2015-16,35,3,7,10,11,24,3,0,0,1,31,9.7,812,0.07,0.17,0.24,0.76,0.4,2.6,3
Kevin Porter,41,PIT,NHL,C,2015-16,29,0,3,3,-2,0,0,0,0,0,34,0,464,0,0.07,0.07,0.83,-1,0.4,-0.6
Bryan Rust,41,PIT,NHL,RW,2015-16,23,4,7,11,1,12,4,0,0,1,68,5.9,512,0.1,0.17,0.27,1.66,0.3,0.5,0.8
Luca Sbisa,41,VAN,NHL,D,2015-16,26,2,6,8,5,26,2,0,0,1,29,6.9,712,0.05,0.15,0.2,0.71,0.2,2.2,2.4
Linden Vey,41,VAN,NHL,RW,2015-16,24,4,11,15,-14,6,1,3,0,0,40,10,646,0.1,0.27,0.37,0.98,0.3,0.2,0.6
Robert Bortuzzo,40,STL,NHL,D,2015-16,26,2,1,3,2,52,2,0,0,0,47,4.3,531,0.05,0.03,0.08,1.18,-0.1,1.4,1.3
Eric Gelinas,40,TOT,NHL,D,2015-16,24,1,5,6,-6,16,0,1,0,0,55,1.8,553,0.03,0.13,0.15,1.38,0.1,1,1.2
James van Riemsdyk,40,TOR,NHL,LW,2015-16,26,14,15,29,3,6,9,5,0,0,129,10.9,711,0.35,0.38,0.73,3.23,2.8,1,3.8
Reid Boucher,39,NJD,NHL,LW,2015-16,22,8,11,19,-13,6,6,2,0,4,74,10.8,557,0.21,0.28,0.49,1.9,1.5,0.3,1.8
Frank Corrado,39,TOR,NHL,D,2015-16,22,1,5,6,-12,26,1,0,0,0,46,2.2,564,0.03,0.13,0.15,1.18,0.1,0.3,0.4
Cody Hodgson,39,NSH,NHL,C,2015-16,25,3,5,8,2,6,3,0,0,2,65,4.6,419,0.08,0.13,0.21,1.67,0.1,0.6,0.6
Mike Richards,39,WSH,NHL,C,2015-16,30,2,3,5,-2,8,2,0,0,1,46,4.3,475,0.05,0.08,0.13,1.18,-0.5,0.4,-0.1
Jiri Sekac,39,TOT,NHL,LW,2015-16,23,1,5,6,-5,16,0,1,0,0,49,2,455,0.03,0.13,0.15,1.26,-0.5,0.4,-0.1
R.J. Umberger,39,PHI,NHL,C,2015-16,33,2,9,11,1,15,1,1,0,0,48,4.2,396,0.05,0.23,0.28,1.23,0.3,0.5,0.8
Frank Vatrano,39,BOS,NHL,C,2015-16,21,8,3,11,-3,14,8,0,0,1,99,8.1,463,0.21,0.08,0.28,2.54,0.9,0.3,1.2
Patrik Nemeth,38,DAL,NHL,D,2015-16,23,0,8,8,-1,14,0,0,0,0,36,0,594,0,0.21,0.21,0.95,0.2,0.9,1
Greg Pateryn,38,MTL,NHL,D,2015-16,25,1,6,7,-8,49,1,0,0,0,32,3.1,636,0.03,0.16,0.18,0.84,0.1,0.7,0.8
Maxime Talbot,38,BOS,NHL,C,2015-16,31,2,5,7,-11,15,2,0,0,1,29,6.9,426,0.05,0.13,0.18,0.76,-0.2,0,-0.2
Zach Trotman,38,BOS,NHL,D,2015-16,25,2,5,7,3,22,2,0,0,0,60,3.3,705,0.05,0.13,0.18,1.58,0.1,1.5,1.7
Andreas Athanasiou,37,DET,NHL,C,2015-16,21,9,5,14,1,5,8,0,1,1,53,17,334,0.24,0.14,0.38,1.43,1.7,0.4,2.1
Andrew Bodnarchuk,37,TOT,NHL,D,2015-16,27,0,4,4,-7,14,0,0,0,0,9,0,457,0,0.11,0.11,0.24,-0.1,0.4,0.2
Jared Cowen,37,OTT,NHL,D,2015-16,25,0,4,4,7,16,0,0,0,0,23,0,628,0,0.11,0.11,0.62,-0.3,1.5,1.2
Zach Redmond,37,COL,NHL,D,2015-16,27,2,4,6,5,10,1,1,0,0,22,9.1,436,0.05,0.11,0.16,0.59,0.3,1.4,1.7
Carlo Colaiacovo,36,BUF,NHL,D,2015-16,33,1,4,5,-11,10,1,0,0,0,29,3.4,521,0.03,0.11,0.14,0.81,0,0.4,0.4
Nick Cousins,36,PHI,NHL,C,2015-16,22,6,5,11,5,4,6,0,0,1,41,14.6,386,0.17,0.14,0.31,1.14,0.8,0.7,1.5
Michal Jordan,36,CAR,NHL,D,2015-16,25,1,0,1,-5,12,1,0,0,0,36,2.8,546,0.03,0,0.03,1,-0.5,1.1,0.6
Zack Kassian,36,EDM,NHL,RW,2015-16,25,3,5,8,-7,114,3,0,0,0,42,7.1,448,0.08,0.14,0.22,1.17,0,0.3,0.2
Teemu Pulkkinen,36,DET,NHL,LW,2015-16,24,6,6,12,2,14,5,1,0,1,65,9.2,416,0.17,0.17,0.33,1.81,0.9,0.6,1.4
Ryan Murphy,35,CAR,NHL,D,2015-16,22,0,10,10,-1,10,0,0,0,0,47,0,604,0,0.29,0.29,1.34,0.4,1.6,1.9
Anthony Peluso,35,WPG,NHL,RW,2015-16,26,1,4,5,4,44,1,0,0,0,16,6.3,223,0.03,0.11,0.14,0.46,0.1,0.4,0.5
Brandon Prust,35,VAN,NHL,LW,2015-16,31,1,6,7,-3,59,1,0,0,1,19,5.3,447,0.03,0.17,0.2,0.54,-0.4,0.4,0.1
Marko Dano,34,TOT,NHL,C,2015-16,21,5,5,10,-7,10,5,0,0,0,54,9.3,417,0.15,0.15,0.29,1.59,0.5,0.1,0.7
Scott Gomez,34,TOT,NHL,C,2015-16,36,1,8,9,-7,6,1,0,0,1,20,5,385,0.03,0.24,0.26,0.59,0.1,0.1,0.2
Dylan McIlrath,34,NYR,NHL,D,2015-16,23,2,2,4,7,64,2,0,0,0,28,7.1,480,0.06,0.06,0.12,0.82,0.1,1.4,1.5
Colton Sissons,34,NSH,NHL,C,2015-16,22,4,2,6,5,12,4,0,0,0,25,16,339,0.12,0.06,0.18,0.74,0.2,0.6,0.8
Beau Bennett,33,PIT,NHL,RW,2015-16,24,6,6,12,-1,10,5,1,0,0,52,11.5,393,0.18,0.18,0.36,1.58,0.9,0.3,1.3
Chris Higgins,33,VAN,NHL,LW,2015-16,32,3,1,4,-14,4,2,0,1,0,51,5.9,455,0.09,0.03,0.12,1.55,-0.5,0,-0.5
Joseph Morrow,33,BOS,NHL,D,2015-16,23,1,6,7,-7,4,1,0,0,0,44,2.3,525,0.03,0.18,0.21,1.33,0.2,0.4,0.6
Nick Ritchie,33,ANA,NHL,LW,2015-16,20,2,2,4,-2,37,2,0,0,0,55,3.6,388,0.06,0.06,0.12,1.67,-0.4,0.4,0
Tuomo Ruutu,33,NJD,NHL,LW,2015-16,32,0,1,1,-7,8,0,0,0,0,34,0,380,0,0.03,0.03,1.03,-0.9,0.3,-0.7
Jaden Schwartz,33,STL,NHL,LW,2015-16,23,8,14,22,8,8,7,1,0,1,63,12.7,568,0.24,0.42,0.67,1.91,1.8,1,2.8
Simon Despres,32,ANA,NHL,D,2015-16,24,0,4,4,2,8,0,0,0,0,32,0,628,0,0.13,0.13,1,-0.3,1.8,1.5
Stefan Matteau,32,TOT,NHL,LW,2015-16,21,1,1,2,-13,17,1,0,0,0,27,3.7,329,0.03,0.03,0.06,0.84,-0.6,-0.1,-0.7
Kerby Rychel,32,CBJ,NHL,LW,2015-16,21,2,7,9,5,15,2,0,0,0,32,6.3,304,0.06,0.22,0.28,1,0.4,0.5,0.9
Chris Bigras,31,COL,NHL,D,2015-16,20,1,2,3,-2,16,1,0,0,0,21,4.8,414,0.03,0.06,0.1,0.68,-0.1,0.7,0.7
Colin Greening,31,TOT,NHL,LW,2015-16,29,7,8,15,-2,13,6,1,0,0,58,12.1,437,0.23,0.26,0.48,1.87,1.2,0.4,1.7
Mark Barberio,30,MTL,NHL,D,2015-16,25,2,8,10,0,6,2,0,0,0,32,6.3,450,0.07,0.27,0.33,1.07,0.8,1,1.7
Jared Boll,30,CBJ,NHL,RW,2015-16,29,1,2,3,-3,61,1,0,0,0,11,9.1,200,0.03,0.07,0.1,0.37,-0.1,0.1,0
Ryan Dzingel,30,OTT,NHL,LW,2015-16,23,3,6,9,4,11,3,0,0,0,23,13,324,0.1,0.2,0.3,0.77,0.5,0.4,0.9
Matt Halischuk,30,WPG,NHL,RW,2015-16,27,0,3,3,1,4,0,0,0,0,39,0,284,0,0.1,0.1,1.3,-0.5,0.3,-0.1
Oscar Klefbom,30,EDM,NHL,D,2015-16,22,4,8,12,-4,6,4,0,0,1,48,8.3,657,0.13,0.27,0.4,1.6,1,1.2,2.2
Richard Panik,30,CHI,NHL,RW,2015-16,24,6,2,8,4,6,6,0,0,1,39,15.4,325,0.2,0.07,0.27,1.3,0.7,0.5,1.2
Jiri Tlusty,30,NJD,NHL,LW,2015-16,27,2,2,4,-1,6,1,1,0,0,38,5.3,411,0.07,0.07,0.13,1.27,-0.5,0.6,0.1
Joakim Andersson,29,DET,NHL,C,2015-16,26,1,2,3,1,6,1,0,0,0,17,5.9,262,0.03,0.07,0.1,0.59,-0.3,0.3,0.1
Adam Clendening,29,TOT,NHL,D,2015-16,23,1,6,7,6,20,1,0,0,0,43,2.3,429,0.03,0.21,0.24,1.48,0.4,1.5,1.8
Luke Gazdic,29,EDM,NHL,LW,2015-16,26,1,0,1,-6,24,1,0,0,0,18,5.6,180,0.03,0,0.03,0.62,-0.3,0,-0.3
Nate Guenin,29,COL,NHL,D,2015-16,33,0,0,0,2,2,0,0,0,0,10,0,379,0,0,0,0.34,-0.5,1,0.5
Korbinian Holzer,29,ANA,NHL,D,2015-16,27,0,3,3,-3,10,0,0,0,0,17,0,428,0,0.1,0.1,0.59,-0.2,0.9,0.7
Mason Raymond,29,CGY,NHL,LW,2015-16,30,4,1,5,-3,8,4,0,0,0,53,7.5,358,0.14,0.03,0.17,1.83,0,0.2,0.2
Mike Reilly,29,MIN,NHL,D,2015-16,22,1,6,7,-4,8,1,0,0,0,27,3.7,350,0.03,0.21,0.24,0.93,0.5,0.5,0.9
Griffin Reinhart,29,EDM,NHL,D,2015-16,22,0,1,1,-6,20,0,0,0,0,24,0,524,0,0.03,0.03,0.83,-0.5,0.7,0.2
Matt Tennyson,29,SJS,NHL,D,2015-16,25,1,3,4,1,0,0,1,0,0,23,4.3,305,0.03,0.1,0.14,0.79,0.2,0.7,0.9
Garrett Wilson,29,FLA,NHL,LW,2015-16,24,0,0,0,-3,24,0,0,0,0,28,0,272,0,0,0,0.97,-0.8,0.1,-0.6
Anthony Bitetto,28,NSH,NHL,D,2015-16,25,1,5,6,0,19,1,0,0,0,19,5.3,340,0.04,0.18,0.21,0.68,0.4,0.8,1.1
Andrew MacDonald,28,PHI,NHL,D,2015-16,29,1,7,8,10,6,1,0,0,0,20,5,563,0.04,0.25,0.29,0.71,0.3,2.1,2.4
Drew Miller,28,DET,NHL,LW,2015-16,31,1,1,2,-5,2,1,0,0,0,27,3.7,363,0.04,0.04,0.07,0.96,-0.7,0.2,-0.5
Petter Granberg,27,NSH,NHL,D,2015-16,23,0,2,2,1,13,0,0,0,0,12,0,370,0,0.07,0.07,0.44,-0.2,0.9,0.7
Jakub Nakladal,27,CGY,NHL,D,2015-16,28,2,3,5,-5,6,2,0,0,0,42,4.8,383,0.07,0.11,0.19,1.56,0.3,0.3,0.6
Tyler Randell,27,BOS,NHL,RW,2015-16,24,6,0,6,-2,47,6,0,0,1,18,33.3,189,0.22,0,0.22,0.67,0.8,0.1,0.9
Viktor Svedberg,27,CHI,NHL,D,2015-16,24,2,2,4,-5,4,2,0,0,0,40,5,425,0.07,0.07,0.15,1.48,0.1,0.5,0.6
Steve Downie,26,ARI,NHL,RW,2015-16,28,3,3,6,1,53,3,0,0,0,22,13.6,234,0.12,0.12,0.23,0.85,0.4,0.3,0.7
Christian Folin,26,MIN,NHL,D,2015-16,24,0,4,4,-1,11,0,0,0,0,14,0,379,0,0.15,0.15,0.54,0,0.8,0.8
Brandon Gormley,26,COL,NHL,D,2015-16,23,0,1,1,-3,8,0,0,0,0,11,0,317,0,0.04,0.04,0.42,-0.3,0.4,0.2
Nic Petan,26,WPG,NHL,LW,2015-16,20,2,4,6,2,10,2,0,0,0,25,8,305,0.08,0.15,0.23,0.96,0.1,0.4,0.5
Paul Postma,26,WPG,NHL,D,2015-16,26,2,0,2,-3,4,2,0,0,0,24,8.3,298,0.08,0,0.08,0.92,0.1,0.3,0.4
Matt Puempel,26,OTT,NHL,LW,2015-16,23,2,1,3,-3,9,2,0,0,1,26,7.7,295,0.08,0.04,0.12,1,-0.2,0.1,-0.1
Jordan Schroeder,26,MIN,NHL,C,2015-16,25,2,2,4,2,2,2,0,0,0,30,6.7,245,0.08,0.08,0.15,1.15,0,0.4,0.4
Bryan Bickell,25,CHI,NHL,LW,2015-16,29,0,2,2,-5,2,0,0,0,0,21,0,245,0,0.08,0.08,0.84,-0.5,0.1,-0.4
Dave Bolland,25,FLA,NHL,C,2015-16,29,1,4,5,-2,16,1,0,0,0,26,3.8,352,0.04,0.16,0.2,1.04,-0.3,0.3,0
Steve Bernier,24,NYI,NHL,RW,2015-16,30,1,5,6,3,9,1,0,0,0,27,3.7,269,0.04,0.21,0.25,1.13,0,0.4,0.5
Justin Falk,24,CBJ,NHL,D,2015-16,27,0,4,4,2,17,0,0,0,0,16,0,341,0,0.17,0.17,0.67,0,0.9,0.9
Stanislav Galiev,24,WSH,NHL,RW,2015-16,24,0,3,3,2,4,0,0,0,0,30,0,219,0,0.13,0.13,1.25,-0.3,0.3,0
Nick Paul,24,OTT,NHL,LW,2015-16,20,2,3,5,-3,6,2,0,0,0,28,7.1,293,0.08,0.13,0.21,1.17,0,0.1,0.1
Scott Wilson,24,PIT,NHL,LW,2015-16,23,5,1,6,0,12,5,0,0,1,39,12.8,256,0.21,0.04,0.25,1.63,0.5,0.3,0.8
Connor Brickley,23,FLA,NHL,C,2015-16,23,1,4,5,1,14,1,0,0,1,13,7.7,201,0.04,0.17,0.22,0.57,0.1,0.2,0.4
Daniel Carr,23,MTL,NHL,LW,2015-16,24,6,3,9,0,8,5,1,0,1,39,15.4,278,0.26,0.13,0.39,1.7,0.9,0.3,1.2
David Clarkson,23,CBJ,NHL,RW,2015-16,31,2,2,4,-8,23,2,0,0,1,24,8.3,212,0.09,0.09,0.17,1.04,0.1,-0.1,0
Tyler Ennis,23,BUF,NHL,C,2015-16,26,3,8,11,-9,11,1,2,0,0,57,5.3,416,0.13,0.35,0.48,2.48,0.5,0.2,0.6
Travis Moen,23,DAL,NHL,LW,2015-16,33,0,2,2,-3,21,0,0,0,0,12,0,188,0,0.09,0.09,0.52,-0.3,0,-0.3
Adam Pardy,23,TOT,NHL,D,2015-16,31,0,4,4,-7,14,0,0,0,0,22,0,365,0,0.17,0.17,0.96,0,0.2,0.2
Gabriel Bourque,22,NSH,NHL,RW,2015-16,25,1,3,4,0,18,1,0,0,0,25,4,272,0.05,0.14,0.18,1.14,-0.2,0.3,0.1
Jacob de La Rose,22,MTL,NHL,LW,2015-16,20,0,1,1,-6,6,0,0,0,0,20,0,274,0,0.05,0.05,0.91,-0.7,0.1,-0.6
William Nylander,22,TOR,NHL,C,2015-16,19,6,7,13,1,4,5,1,0,1,43,14,359,0.27,0.32,0.59,1.95,1.1,0.5,1.6
Brian O'Neill,22,NJD,NHL,C,2015-16,27,0,2,2,-3,8,0,0,0,0,14,0,228,0,0.09,0.09,0.64,-0.4,0.2,-0.2
Derrick Pouliot,22,PIT,NHL,D,2015-16,22,0,7,7,4,2,0,0,0,0,25,0,340,0,0.32,0.32,1.14,0.4,1,1.3
Ladislav Smid,22,CGY,NHL,D,2015-16,29,0,0,0,-7,6,0,0,0,0,11,0,255,0,0,0,0.5,-0.3,-0.1,-0.5
Ben Smith,22,TOT,NHL,RW,2015-16,27,2,4,6,2,0,2,0,0,1,17,11.8,266,0.09,0.18,0.27,0.77,0.1,0.4,0.5
David Warsofsky,22,TOT,NHL,D,2015-16,25,1,1,2,-9,2,0,1,0,0,40,2.5,377,0.05,0.05,0.09,1.82,-0.1,0.1,0
Nikita Zadorov,22,COL,NHL,D,2015-16,20,0,2,2,-5,12,0,0,0,0,18,0,373,0,0.09,0.09,0.82,-0.2,0.4,0.1
Jonathan Drouin,21,TBL,NHL,LW,2015-16,20,4,6,10,1,4,4,0,0,1,25,16,303,0.19,0.29,0.48,1.19,0.8,0.4,1.2
Stefan Elliott,21,TOT,NHL,D,2015-16,25,2,4,6,-3,4,2,0,0,0,37,5.4,298,0.1,0.19,0.29,1.76,0.5,0.3,0.9
Brock McGinn,21,CAR,NHL,LW,2015-16,21,3,1,4,-14,10,3,0,0,0,25,12,235,0.14,0.05,0.19,1.19,0.1,-0.3,-0.1
Steve Ott,21,STL,NHL,C,2015-16,33,0,2,2,-3,34,0,0,0,0,21,0,229,0,0.1,0.1,1,-0.4,0.2,-0.3
Mark Arcobello,20,TOR,NHL,C,2015-16,27,3,1,4,0,0,3,0,0,0,43,7,254,0.15,0.05,0.2,2.15,0.1,0.3,0.4
Mike Blunden,20,TBL,NHL,RW,2015-16,29,3,2,5,3,34,3,0,0,1,14,21.4,173,0.15,0.1,0.25,0.7,0.4,0.3,0.8
Brendan Gaunce,20,VAN,NHL,C,2015-16,21,1,0,1,-9,2,1,0,0,0,34,2.9,255,0.05,0,0.05,1.7,-0.5,-0.1,-0.5
Rocco Grimaldi,20,FLA,NHL,C,2015-16,22,3,2,5,-4,2,3,0,0,0,29,10.3,237,0.15,0.1,0.25,1.45,0.3,0.1,0.3
